filename,cellCount,branchSum,junctionSum,endpointSum,avgbranchSum,branchSumCell,junctionSumCell,endpointSumCell,avgbranchSumCell
140_LeftDG_3a,87,606,256,389,8.027000000000001,6.9655172413793105,2.942528735632184,4.471264367816092,0.09226436781609197
140_LeftDG_3b,54,378,164,243,6.519999999999999,7.0,3.037037037037037,4.5,0.12074074074074072
140_RightCA1_1,79,814,358,486,8.248000000000003,10.30379746835443,4.531645569620253,6.151898734177215,0.10440506329113927
140_RightCA1_2,68,411,170,281,7.06,6.044117647058823,2.5,4.132352941176471,0.1038235294117647
140_RightCA1_3,68,490,203,334,7.6049999999999995,7.205882352941177,2.985294117647059,4.911764705882353,0.11183823529411764
140_RightCA3_1,67,390,158,270,6.256,5.82089552238806,2.3582089552238807,4.029850746268656,0.09337313432835821
140_RightCA3_2,62,533,235,313,6.246,8.596774193548388,3.7903225806451615,5.048387096774194,0.10074193548387098
140_RightCA3_3,55,524,235,308,5.937000000000001,9.527272727272727,4.2727272727272725,5.6,0.10794545454545457
140_RightDG_1a,80,1102,500,601,8.074,13.775,6.25,7.5125,0.100925
140_RightDG_1b,51,429,189,261,6.287000000000001,8.411764705882353,3.7058823529411766,5.117647058823529,0.12327450980392159
140_RightDG_2a,78,701,314,392,7.544999999999998,8.987179487179487,4.0256410256410255,5.0256410256410255,0.0967307692307692
140_RightDG_2b,55,490,214,294,5.760999999999998,8.909090909090908,3.890909090909091,5.345454545454546,0.10474545454545452
140_RightDG_3a,85,1008,469,544,9.102000000000004,11.858823529411765,5.517647058823529,6.4,0.10708235294117652
140_RightDG_3b,55,529,235,320,5.615000000000002,9.618181818181819,4.2727272727272725,5.818181818181818,0.10209090909090912
141_LeftCA1_1,93,2018,956,1012,10.153000000000002,21.698924731182796,10.279569892473118,10.881720430107526,0.10917204301075271
141_LeftCA1_2,89,1456,683,724,9.149,16.359550561797754,7.674157303370786,8.134831460674157,0.10279775280898876
141_LeftCA1_3,73,1489,710,729,8.209999999999999,20.397260273972602,9.726027397260275,9.986301369863014,0.11246575342465752
141_LeftCA3_1,73,1332,639,651,8.564,18.246575342465754,8.753424657534246,8.917808219178083,0.11731506849315068
141_LeftCA3_2,86,1402,666,690,9.259,16.302325581395348,7.744186046511628,8.023255813953488,0.10766279069767443
141_LeftCA3_3,71,1357,638,690,8.387,19.112676056338028,8.985915492957746,9.71830985915493,0.11812676056338028
141_LeftDG_1a,83,2076,991,980,8.691999999999998,25.012048192771083,11.939759036144578,11.80722891566265,0.10472289156626505
141_LeftDG_1b,77,1529,716,778,8.885999999999997,19.857142857142858,9.2987012987013,10.103896103896103,0.11540259740259737
141_LeftDG_2a,103,1571,734,768,10.458000000000004,15.25242718446602,7.12621359223301,7.456310679611651,0.1015339805825243
141_LeftDG_2b,75,1209,568,620,9.199,16.12,7.573333333333333,8.266666666666667,0.12265333333333334
141_LeftDG_3a,81,1560,742,765,8.992000000000003,19.25925925925926,9.160493827160494,9.444444444444445,0.11101234567901237
141_LeftDG_3b,69,2272,1118,1024,8.309,32.927536231884055,16.202898550724637,14.840579710144928,0.12042028985507246
141_RightCA1_1,94,2255,1066,1070,9.812000000000001,23.98936170212766,11.340425531914894,11.382978723404255,0.10438297872340427
141_RightCA1_2,93,1349,629,691,9.186000000000002,14.505376344086022,6.763440860215054,7.43010752688172,0.09877419354838711
141_RightCA1_3,87,2069,973,974,9.306,23.7816091954023,11.183908045977011,11.195402298850574,0.1069655172413793
141_RightCA3_1,71,1690,812,799,8.254999999999999,23.802816901408452,11.43661971830986,11.253521126760564,0.1162676056338028
141_RightCA3_2,79,1529,723,766,9.041000000000002,19.354430379746834,9.151898734177216,9.69620253164557,0.11444303797468357
141_RightCA3_3,67,1362,652,663,7.6819999999999995,20.328358208955223,9.73134328358209,9.895522388059701,0.11465671641791043
141_RightDG_1a,82,1560,731,795,9.421000000000003,19.024390243902438,8.914634146341463,9.695121951219512,0.11489024390243906
141_RightDG_1b,69,1869,910,878,8.530000000000001,27.08695652173913,13.18840579710145,12.72463768115942,0.12362318840579711
141_RightDG_2a,81,1406,658,688,8.204000000000002,17.358024691358025,8.123456790123457,8.493827160493828,0.10128395061728399
141_RightDG_2b,62,1133,534,576,7.670000000000001,18.274193548387096,8.612903225806452,9.290322580645162,0.12370967741935485
141_RightDG_3a,66,1582,760,735,7.094000000000002,23.96969696969697,11.515151515151516,11.136363636363637,0.10748484848484852
141_RightDG_3b,69,1599,766,764,8.347,23.17391304347826,11.101449275362318,11.072463768115941,0.12097101449275362
10_LeftCA1_1,38,938,446,453,4.549000000000001,24.68421052631579,11.736842105263158,11.921052631578947,0.1197105263157895
10_LeftCA1_2,47,964,457,462,4.973000000000002,20.51063829787234,9.72340425531915,9.829787234042554,0.10580851063829791
10_LeftCA1_3,43,1124,542,517,5.0280000000000005,26.13953488372093,12.604651162790697,12.023255813953488,0.11693023255813954
10_LeftCA3_1,38,1278,619,574,4.503000000000002,33.63157894736842,16.289473684210527,15.105263157894736,0.11850000000000005
10_LeftCA3_2,43,1491,720,697,4.702000000000003,34.674418604651166,16.74418604651163,16.209302325581394,0.10934883720930239
10_LeftCA3_3,44,1448,706,675,5.449000000000002,32.90909090909091,16.045454545454547,15.340909090909092,0.12384090909090913
10_LeftDG_1a,31,698,335,314,3.234000000000001,22.516129032258064,10.806451612903226,10.129032258064516,0.10432258064516133
10_LeftDG_1b,41,785,371,384,4.4319999999999995,19.146341463414632,9.048780487804878,9.365853658536585,0.10809756097560974
10_LeftDG_2a,39,961,451,445,3.743000000000001,24.641025641025642,11.564102564102564,11.41025641025641,0.095974358974359
10_LeftDG_2b,36,693,333,332,3.9470000000000005,19.25,9.25,9.222222222222221,0.1096388888888889
10_LeftDG_3a,41,837,406,385,4.236000000000001,20.414634146341463,9.902439024390244,9.390243902439025,0.10331707317073173
10_LeftDG_3b,40,1328,649,593,4.426,33.2,16.225,14.825,0.11065
10_RightCA1_1,31,670,310,331,3.2990000000000004,21.612903225806452,10.0,10.67741935483871,0.10641935483870969
10_RightCA1_2,36,815,395,381,4.033,22.63888888888889,10.972222222222221,10.583333333333334,0.11202777777777778
10_RightCA1_3,43,667,319,321,4.74,15.511627906976743,7.4186046511627906,7.465116279069767,0.11023255813953489
10_RightCA3_1,40,978,470,465,4.493000000000001,24.45,11.75,11.625,0.11232500000000004
10_RightCA3_2,40,748,349,379,4.696000000000001,18.7,8.725,9.475,0.11740000000000002
10_RightCA3_3,45,1780,863,802,5.2360000000000015,39.55555555555556,19.177777777777777,17.822222222222223,0.11635555555555559
10_RightDG_1a,37,549,257,274,3.535000000000001,14.837837837837839,6.945945945945946,7.405405405405405,0.09554054054054056
10_RightDG_1b,36,849,409,391,3.755000000000001,23.583333333333332,11.36111111111111,10.86111111111111,0.10430555555555558
10_RightDG_2a,37,799,376,382,3.833,21.594594594594593,10.162162162162161,10.324324324324325,0.1035945945945946
10_RightDG_2b,36,651,310,307,3.784,18.083333333333332,8.61111111111111,8.527777777777779,0.1051111111111111
10_RightDG_3a,44,1422,685,650,4.702000000000001,32.31818181818182,15.568181818181818,14.772727272727273,0.10686363636363638
10_RightDG_3b,42,717,338,356,4.741000000000002,17.071428571428573,8.047619047619047,8.476190476190476,0.11288095238095244
12_LeftCA1_1,40,778,366,369,4.07,19.45,9.15,9.225,0.10175000000000001
12_LeftCA1_2,36,740,355,341,3.9430000000000005,20.555555555555557,9.86111111111111,9.472222222222221,0.1095277777777778
12_LeftCA1_3,37,701,337,333,3.9020000000000015,18.945945945945947,9.108108108108109,9.0,0.1054594594594595
12_LeftCA3_1,40,749,351,379,4.134000000000002,18.725,8.775,9.475,0.10335000000000005
12_LeftCA3_2,32,609,288,299,3.564,19.03125,9.0,9.34375,0.111375
12_LeftCA3_3,39,1004,460,479,4.3050000000000015,25.743589743589745,11.794871794871796,12.282051282051283,0.11038461538461543
12_LeftDG_1a,38,674,315,323,3.774000000000001,17.736842105263158,8.289473684210526,8.5,0.09931578947368423
12_LeftDG_1b,41,471,216,253,4.087000000000001,11.487804878048781,5.2682926829268295,6.170731707317073,0.09968292682926831
12_LeftDG_2a,39,625,295,305,3.8810000000000007,16.025641025641026,7.564102564102564,7.82051282051282,0.09951282051282052
12_LeftDG_2b,41,651,304,330,4.497000000000001,15.878048780487806,7.414634146341464,8.048780487804878,0.1096829268292683
12_LeftDG_3a,38,834,398,382,4.0200000000000005,21.94736842105263,10.473684210526315,10.052631578947368,0.10578947368421054
12_LeftDG_3b,41,622,290,311,4.319999999999999,15.170731707317072,7.073170731707317,7.585365853658536,0.10536585365853657
12_RightCA1_1,46,999,478,454,4.999,21.717391304347824,10.391304347826088,9.869565217391305,0.10867391304347826
12_RightCA1_2,40,738,341,384,4.157000000000003,18.45,8.525,9.6,0.10392500000000007
12_RightCA1_3,37,630,297,307,3.887999999999999,17.027027027027028,8.027027027027026,8.297297297297296,0.10508108108108105
12_RightCA3_1,36,535,251,267,3.446,14.86111111111111,6.972222222222222,7.416666666666667,0.09572222222222222
12_RightCA3_2,36,614,289,292,3.7270000000000003,17.055555555555557,8.027777777777779,8.11111111111111,0.10352777777777779
12_RightCA3_3,30,596,286,282,2.9880000000000004,19.866666666666667,9.533333333333333,9.4,0.09960000000000001
12_RightDG_1a,51,822,384,395,4.910000000000002,16.11764705882353,7.529411764705882,7.745098039215686,0.0962745098039216
12_RightDG_1b,42,774,358,397,4.492999999999999,18.428571428571427,8.523809523809524,9.452380952380953,0.10697619047619046
12_RightDG_2a,38,774,376,359,3.819000000000001,20.36842105263158,9.894736842105264,9.447368421052632,0.10050000000000002
12_RightDG_2b,35,500,233,245,3.735000000000001,14.285714285714286,6.6571428571428575,7.0,0.10671428571428575
12_RightDG_3a,35,755,365,356,3.9739999999999998,21.571428571428573,10.428571428571429,10.17142857142857,0.11354285714285714
12_RightDG_3b,29,455,219,226,3.208,15.689655172413794,7.551724137931035,7.793103448275862,0.11062068965517242
14_LeftCA1_1,31,490,232,240,2.9930000000000003,15.806451612903226,7.483870967741935,7.741935483870968,0.0965483870967742
14_LeftCA1_2,26,375,173,188,2.517,14.423076923076923,6.653846153846154,7.230769230769231,0.0968076923076923
14_LeftCA1_3,32,436,195,234,3.1270000000000002,13.625,6.09375,7.3125,0.09771875000000001
14_LeftCA3_1,17,119,50,78,1.24,7.0,2.9411764705882355,4.588235294117647,0.07294117647058823
14_LeftCA3_2,24,226,103,124,2.246,9.416666666666666,4.291666666666667,5.166666666666667,0.09358333333333334
14_LeftCA3_3,22,336,153,175,1.9610000000000003,15.272727272727273,6.954545454545454,7.954545454545454,0.08913636363636365
14_LeftDG_1a,20,177,78,95,1.7370000000000003,8.85,3.9,4.75,0.08685000000000001
14_LeftDG_1b,28,180,76,114,2.2889999999999997,6.428571428571429,2.7142857142857144,4.071428571428571,0.08174999999999999
14_LeftDG_2a,34,314,140,182,3.0100000000000007,9.235294117647058,4.117647058823529,5.352941176470588,0.0885294117647059
14_LeftDG_2b,32,244,107,149,2.439,7.625,3.34375,4.65625,0.07621875
14_LeftDG_3a,23,246,113,127,2.0320000000000005,10.695652173913043,4.913043478260869,5.521739130434782,0.08834782608695654
14_LeftDG_3b,27,266,118,151,2.171,9.851851851851851,4.37037037037037,5.592592592592593,0.0804074074074074
14_RightCA1_1,28,286,129,171,2.5769999999999995,10.214285714285714,4.607142857142857,6.107142857142857,0.09203571428571426
14_RightCA1_2,30,430,201,220,3.1430000000000007,14.333333333333334,6.7,7.333333333333333,0.10476666666666669
14_RightCA1_3,30,322,141,188,3.1319999999999997,10.733333333333333,4.7,6.266666666666667,0.10439999999999999
14_RightCA3_1,34,330,140,193,2.773,9.705882352941176,4.117647058823529,5.676470588235294,0.08155882352941177
14_RightCA3_2,27,280,126,148,2.0869999999999997,10.37037037037037,4.666666666666667,5.481481481481482,0.0772962962962963
14_RightCA3_3,22,218,94,122,1.7999999999999998,9.909090909090908,4.2727272727272725,5.545454545454546,0.0818181818181818
14_RightDG_1a,37,266,109,175,3.295000000000001,7.1891891891891895,2.945945945945946,4.72972972972973,0.08905405405405407
14_RightDG_1b,28,175,71,115,2.4230000000000005,6.25,2.5357142857142856,4.107142857142857,0.0865357142857143
14_RightDG_2a,30,222,92,142,2.4480000000000004,7.4,3.066666666666667,4.733333333333333,0.08160000000000002
14_RightDG_2b,24,262,114,153,2.208,10.916666666666666,4.75,6.375,0.09200000000000001
14_RightDG_3a,22,183,82,101,2.334,8.318181818181818,3.727272727272727,4.590909090909091,0.1060909090909091
14_RightDG_3b,24,157,67,102,1.8610000000000004,6.541666666666667,2.7916666666666665,4.25,0.07754166666666669
16_LeftCA1_1,48,1270,614,571,5.063000000000001,26.458333333333332,12.791666666666666,11.895833333333334,0.10547916666666668
16_LeftCA1_2,37,666,311,319,3.542,18.0,8.405405405405405,8.621621621621621,0.09572972972972972
16_LeftCA1_3,38,977,469,439,3.8800000000000003,25.710526315789473,12.342105263157896,11.552631578947368,0.10210526315789474
16_LeftCA3_1,52,947,447,455,5.158000000000001,18.21153846153846,8.596153846153847,8.75,0.09919230769230772
16_LeftCA3_2,26,316,150,159,3.2009999999999996,12.153846153846153,5.769230769230769,6.115384615384615,0.1231153846153846
16_LeftCA3_3,31,401,181,209,3.1390000000000002,12.935483870967742,5.838709677419355,6.741935483870968,0.10125806451612904
16_LeftDG_1a,45,816,390,393,4.5920000000000005,18.133333333333333,8.666666666666666,8.733333333333333,0.10204444444444445
16_LeftDG_1b,32,502,232,251,3.175000000000001,15.6875,7.25,7.84375,0.09921875000000004
16_LeftDG_2a,35,404,185,213,3.4,11.542857142857143,5.285714285714286,6.085714285714285,0.09714285714285714
16_LeftDG_2b,31,306,137,168,3.1550000000000002,9.870967741935484,4.419354838709677,5.419354838709677,0.1017741935483871
16_LeftDG_3a,41,787,367,376,3.9380000000000015,19.195121951219512,8.951219512195122,9.170731707317072,0.09604878048780491
16_LeftDG_3b,42,608,278,309,4.2410000000000005,14.476190476190476,6.619047619047619,7.357142857142857,0.10097619047619048
16_RightCA1_1,36,916,436,419,3.5469999999999993,25.444444444444443,12.11111111111111,11.63888888888889,0.09852777777777776
16_RightCA1_2,39,992,477,429,3.8259999999999996,25.435897435897434,12.23076923076923,11.0,0.0981025641025641
16_RightCA1_3,41,683,316,333,3.8300000000000005,16.658536585365855,7.7073170731707314,8.121951219512194,0.09341463414634148
16_RightCA3_1,33,365,173,183,2.940000000000001,11.06060606060606,5.242424242424242,5.545454545454546,0.08909090909090911
16_RightCA3_2,33,569,267,282,3.333,17.242424242424242,8.090909090909092,8.545454545454545,0.101
16_RightCA3_3,33,384,169,211,3.5440000000000005,11.636363636363637,5.121212121212121,6.393939393939394,0.1073939393939394
16_RightDG_1a,42,694,325,334,4.15,16.523809523809526,7.738095238095238,7.9523809523809526,0.09880952380952382
16_RightDG_1b,36,350,156,197,3.750000000000001,9.722222222222221,4.333333333333333,5.472222222222222,0.10416666666666669
16_RightDG_2a,42,759,347,376,3.867,18.071428571428573,8.261904761904763,8.952380952380953,0.09207142857142857
16_RightDG_2b,31,306,141,161,3.076,9.870967741935484,4.548387096774194,5.193548387096774,0.0992258064516129
16_RightDG_3a,38,611,282,311,3.9880000000000004,16.07894736842105,7.421052631578948,8.18421052631579,0.10494736842105264
16_RightDG_3b,36,545,248,282,3.3869999999999996,15.13888888888889,6.888888888888889,7.833333333333333,0.09408333333333332
25_LeftCA1_1,50,1379,663,630,5.135,27.58,13.26,12.6,0.1027
25_LeftCA1_2,35,695,328,324,3.213000000000001,19.857142857142858,9.371428571428572,9.257142857142858,0.09180000000000003
25_LeftCA1_3,41,922,439,441,3.959000000000001,22.48780487804878,10.707317073170731,10.75609756097561,0.09656097560975613
25_LeftCA3_1,36,365,160,204,3.4109999999999987,10.13888888888889,4.444444444444445,5.666666666666667,0.09474999999999996
25_LeftCA3_2,35,565,268,276,3.585000000000001,16.142857142857142,7.6571428571428575,7.885714285714286,0.10242857142857145
25_LeftCA3_3,30,580,270,276,2.8080000000000003,19.333333333333332,9.0,9.2,0.0936
25_LeftDG_1a,43,935,445,438,4.421000000000002,21.74418604651163,10.348837209302326,10.186046511627907,0.10281395348837213
25_LeftDG_1b,35,322,143,181,3.1920000000000006,9.2,4.085714285714285,5.171428571428572,0.09120000000000002
25_LeftDG_2a,36,426,194,227,3.1940000000000004,11.833333333333334,5.388888888888889,6.305555555555555,0.08872222222222223
25_LeftDG_2b,38,340,152,195,3.4100000000000006,8.947368421052632,4.0,5.131578947368421,0.08973684210526317
25_LeftDG_3a,33,813,382,390,3.276,24.636363636363637,11.575757575757576,11.818181818181818,0.09927272727272726
25_LeftDG_3b,34,490,227,253,3.4409999999999994,14.411764705882353,6.676470588235294,7.4411764705882355,0.10120588235294116
25_RightCA1_1,35,769,360,382,3.532000000000001,21.97142857142857,10.285714285714286,10.914285714285715,0.10091428571428573
25_RightCA1_2,36,972,471,448,3.948999999999999,27.0,13.083333333333334,12.444444444444445,0.10969444444444441
25_RightCA1_3,35,879,422,417,3.7210000000000014,25.114285714285714,12.057142857142857,11.914285714285715,0.10631428571428575
25_RightCA3_1,27,365,169,187,2.7419999999999995,13.518518518518519,6.2592592592592595,6.925925925925926,0.10155555555555554
25_RightCA3_2,25,318,144,177,2.3649999999999998,12.72,5.76,7.08,0.09459999999999999
25_RightCA3_3,22,310,141,156,1.8829999999999998,14.090909090909092,6.409090909090909,7.090909090909091,0.08559090909090908
25_RightDG_1a,38,563,265,273,3.506,14.81578947368421,6.973684210526316,7.184210526315789,0.09226315789473684
25_RightDG_1b,39,471,211,239,3.9059999999999997,12.076923076923077,5.410256410256411,6.128205128205129,0.10015384615384615
25_RightDG_2a,33,484,221,250,3.0790000000000006,14.666666666666666,6.696969696969697,7.575757575757576,0.09330303030303032
25_RightDG_2b,31,346,157,182,2.8119999999999994,11.161290322580646,5.064516129032258,5.870967741935484,0.09070967741935482
25_RightDG_3a,33,401,180,218,2.7860000000000005,12.151515151515152,5.454545454545454,6.606060606060606,0.08442424242424244
25_RightDG_3b,29,217,96,128,2.5670000000000006,7.482758620689655,3.310344827586207,4.413793103448276,0.08851724137931037
27_LeftCA1_1,42,1301,637,588,4.745,30.976190476190474,15.166666666666666,14.0,0.11297619047619048
27_LeftCA1_2,38,1246,605,566,4.047000000000001,32.78947368421053,15.921052631578947,14.894736842105264,0.10650000000000001
27_LeftCA1_3,38,724,341,353,4.258000000000001,19.05263157894737,8.973684210526315,9.289473684210526,0.11205263157894739
27_LeftCA3_1,42,929,436,465,4.496,22.11904761904762,10.380952380952381,11.071428571428571,0.10704761904761906
27_LeftCA3_2,38,638,300,317,4.392000000000001,16.789473684210527,7.894736842105263,8.342105263157896,0.11557894736842109
27_LeftCA3_3,28,336,152,188,2.8200000000000007,12.0,5.428571428571429,6.714285714285714,0.10071428571428574
27_LeftDG_1a,41,952,458,444,4.398000000000001,23.21951219512195,11.170731707317072,10.829268292682928,0.10726829268292684
27_LeftDG_1b,44,678,325,314,4.665000000000002,15.409090909090908,7.386363636363637,7.136363636363637,0.10602272727272731
27_LeftDG_2a,36,744,343,364,3.6560000000000015,20.666666666666668,9.527777777777779,10.11111111111111,0.1015555555555556
27_LeftDG_2b,34,717,342,342,3.6590000000000003,21.08823529411765,10.058823529411764,10.058823529411764,0.10761764705882354
27_LeftDG_3a,36,333,143,207,3.4860000000000007,9.25,3.9722222222222223,5.75,0.09683333333333335
27_LeftDG_3b,34,431,192,236,3.0980000000000003,12.676470588235293,5.647058823529412,6.9411764705882355,0.09111764705882354
27_RightCA1_1,39,899,435,419,4.460000000000001,23.05128205128205,11.153846153846153,10.743589743589743,0.11435897435897438
27_RightCA1_2,43,874,415,432,4.575,20.325581395348838,9.651162790697674,10.046511627906977,0.1063953488372093
27_RightCA1_3,39,711,335,354,4.013000000000001,18.23076923076923,8.58974358974359,9.076923076923077,0.10289743589743591
27_RightCA3_1,32,636,304,303,3.299,19.875,9.5,9.46875,0.10309375
27_RightCA3_2,32,717,340,343,3.4499999999999997,22.40625,10.625,10.71875,0.10781249999999999
27_RightCA3_3,25,507,242,241,2.8760000000000003,20.28,9.68,9.64,0.11504000000000002
27_RightDG_1a,36,630,301,300,3.7090000000000005,17.5,8.36111111111111,8.333333333333334,0.10302777777777779
27_RightDG_1b,41,653,315,313,4.700000000000001,15.926829268292684,7.682926829268292,7.634146341463414,0.11463414634146345
27_RightDG_2a,31,933,451,417,3.4430000000000005,30.096774193548388,14.548387096774194,13.451612903225806,0.11106451612903227
27_RightDG_2b,34,647,305,308,3.8310000000000004,19.029411764705884,8.970588235294118,9.058823529411764,0.11267647058823531
27_RightDG_3a,25,393,186,192,2.583,15.72,7.44,7.68,0.10332000000000001
27_RightDG_3b,32,337,152,194,3.494000000000001,10.53125,4.75,6.0625,0.10918750000000003
29_LeftCA1_1,44,776,363,380,4.728000000000001,17.636363636363637,8.25,8.636363636363637,0.10745454545454547
29_LeftCA1_2,33,486,222,254,3.3309999999999995,14.727272727272727,6.7272727272727275,7.696969696969697,0.10093939393939393
29_LeftCA1_3,29,362,166,196,3.0590000000000006,12.482758620689655,5.724137931034483,6.758620689655173,0.10548275862068968
29_LeftCA3_1,24,230,100,134,2.4749999999999996,9.583333333333334,4.166666666666667,5.583333333333333,0.10312499999999998
29_LeftCA3_2,29,492,227,235,2.834999999999999,16.96551724137931,7.827586206896552,8.10344827586207,0.09775862068965514
29_LeftCA3_3,32,535,250,258,3.4149999999999996,16.71875,7.8125,8.0625,0.10671874999999999
29_LeftDG_1a,29,440,206,220,2.466,15.172413793103448,7.103448275862069,7.586206896551724,0.0850344827586207
29_LeftDG_1b,27,207,91,117,2.4659999999999997,7.666666666666667,3.3703703703703702,4.333333333333333,0.09133333333333332
29_LeftDG_2a,23,279,125,160,2.2399999999999998,12.130434782608695,5.434782608695652,6.956521739130435,0.09739130434782607
29_LeftDG_2b,17,186,84,107,1.397,10.941176470588236,4.9411764705882355,6.294117647058823,0.0821764705882353
29_LeftDG_3a,30,476,226,237,3.1910000000000007,15.866666666666667,7.533333333333333,7.9,0.10636666666666669
29_LeftDG_3b,25,134,54,96,2.0519999999999996,5.36,2.16,3.84,0.08207999999999999
29_RightCA1_1,36,686,327,318,4.23,19.055555555555557,9.083333333333334,8.833333333333334,0.11750000000000001
29_RightCA1_2,39,699,335,318,4.396000000000001,17.923076923076923,8.58974358974359,8.153846153846153,0.11271794871794874
29_RightCA1_3,32,862,406,400,3.0240000000000005,26.9375,12.6875,12.5,0.09450000000000001
29_RightCA3_1,24,374,179,180,2.4610000000000003,15.583333333333334,7.458333333333333,7.5,0.10254166666666668
29_RightCA3_2,24,245,108,140,2.3750000000000004,10.208333333333334,4.5,5.833333333333333,0.09895833333333336
29_RightCA3_3,22,286,131,147,2.2150000000000003,13.0,5.954545454545454,6.681818181818182,0.10068181818181819
29_RightDG_1a,32,507,245,233,2.873,15.84375,7.65625,7.28125,0.08978125
29_RightDG_1b,26,196,87,118,2.2829999999999995,7.538461538461538,3.3461538461538463,4.538461538461538,0.08780769230769228
29_RightDG_2a,33,449,211,213,2.9819999999999998,13.606060606060606,6.393939393939394,6.454545454545454,0.09036363636363635
29_RightDG_2b,28,326,151,172,2.4429999999999996,11.642857142857142,5.392857142857143,6.142857142857143,0.08724999999999998
29_RightDG_3a,26,273,122,154,2.2700000000000005,10.5,4.6923076923076925,5.923076923076923,0.08730769230769232
29_RightDG_3b,19,144,62,88,1.45,7.578947368421052,3.263157894736842,4.631578947368421,0.07631578947368421
31_LeftCA1_1,35,340,154,187,3.3090000000000006,9.714285714285714,4.4,5.3428571428571425,0.09454285714285716
31_LeftCA1_2,23,133,58,86,2.387,5.782608695652174,2.5217391304347827,3.739130434782609,0.10378260869565217
31_LeftCA1_3,40,284,123,180,3.501000000000001,7.1,3.075,4.5,0.08752500000000002
31_LeftCA3_1,30,250,111,148,2.528,8.333333333333334,3.7,4.933333333333334,0.08426666666666667
31_LeftCA3_2,20,92,37,69,1.617,4.6,1.85,3.45,0.08085
31_LeftCA3_3,30,242,104,143,2.874,8.066666666666666,3.466666666666667,4.766666666666667,0.09580000000000001
31_LeftDG_1a,28,302,134,162,2.5650000000000004,10.785714285714286,4.785714285714286,5.785714285714286,0.09160714285714287
31_LeftDG_1b,22,136,57,86,1.9369999999999998,6.181818181818182,2.590909090909091,3.909090909090909,0.08804545454545454
31_LeftDG_2a,18,118,49,78,1.8569999999999998,6.555555555555555,2.7222222222222223,4.333333333333333,0.10316666666666666
31_LeftDG_2b,23,124,50,81,1.9589999999999996,5.391304347826087,2.1739130434782608,3.5217391304347827,0.08517391304347824
31_LeftDG_3a,31,235,105,137,2.6960000000000006,7.580645161290323,3.3870967741935485,4.419354838709677,0.08696774193548389
31_LeftDG_3b,26,174,74,107,2.2700000000000005,6.6923076923076925,2.8461538461538463,4.115384615384615,0.08730769230769232
31_RightCA1_1,31,212,92,133,2.7450000000000006,6.838709677419355,2.967741935483871,4.290322580645161,0.0885483870967742
31_RightCA1_2,23,153,67,98,1.969,6.6521739130434785,2.9130434782608696,4.260869565217392,0.08560869565217391
31_RightCA1_3,31,273,122,163,2.775000000000001,8.806451612903226,3.935483870967742,5.258064516129032,0.08951612903225808
31_RightCA3_1,25,198,89,115,2.529000000000001,7.92,3.56,4.6,0.10116000000000003
31_RightCA3_2,30,190,77,123,2.513,6.333333333333333,2.566666666666667,4.1,0.08376666666666667
31_RightCA3_3,26,161,68,106,2.11,6.1923076923076925,2.6153846153846154,4.076923076923077,0.08115384615384615
31_RightDG_1a,25,111,42,82,1.911,4.44,1.68,3.28,0.07644000000000001
31_RightDG_1b,22,106,41,78,1.7949999999999997,4.818181818181818,1.8636363636363635,3.5454545454545454,0.08159090909090908
31_RightDG_2a,25,135,53,94,2.055,5.4,2.12,3.76,0.08220000000000001
31_RightDG_2b,26,90,32,71,1.627,3.4615384615384617,1.2307692307692308,2.730769230769231,0.06257692307692307
31_RightDG_3a,40,314,135,193,3.5370000000000013,7.85,3.375,4.825,0.08842500000000003
31_RightDG_3b,31,187,80,114,3.213,6.032258064516129,2.5806451612903225,3.6774193548387095,0.10364516129032258
50_LeftCA1_1,44,1478,708,656,4.508,33.59090909090909,16.09090909090909,14.909090909090908,0.10245454545454545
50_LeftCA1_2,40,1292,610,603,4.457,32.3,15.25,15.075,0.111425
50_LeftCA1_3,50,1004,473,479,4.758000000000002,20.08,9.46,9.58,0.09516000000000004
50_LeftCA3_1,44,1394,676,627,4.331,31.681818181818183,15.363636363636363,14.25,0.09843181818181819
50_LeftCA3_2,41,1330,660,576,4.639,32.4390243902439,16.097560975609756,14.048780487804878,0.11314634146341464
50_LeftCA3_3,46,2090,1021,876,4.801000000000002,45.43478260869565,22.195652173913043,19.043478260869566,0.10436956521739135
50_LeftDG_1a,52,1376,659,644,5.383000000000001,26.46153846153846,12.673076923076923,12.384615384615385,0.10351923076923078
50_LeftDG_1b,50,959,446,459,5.513,19.18,8.92,9.18,0.11026
50_LeftDG_2a,45,972,472,428,4.713,21.6,10.488888888888889,9.511111111111111,0.10473333333333333
50_LeftDG_2b,41,884,435,384,4.3020000000000005,21.5609756097561,10.609756097560975,9.365853658536585,0.10492682926829269
50_LeftDG_3a,55,1879,904,808,5.426000000000001,34.163636363636364,16.436363636363637,14.690909090909091,0.09865454545454547
50_LeftDG_3b,52,951,450,447,5.4810000000000025,18.28846153846154,8.653846153846153,8.596153846153847,0.10540384615384621
50_RightCA1_1,55,1722,824,764,5.673,31.30909090909091,14.981818181818182,13.89090909090909,0.10314545454545454
50_RightCA1_2,43,841,400,403,4.707999999999999,19.558139534883722,9.30232558139535,9.372093023255815,0.10948837209302324
50_RightCA1_3,41,1092,521,514,4.488,26.634146341463413,12.707317073170731,12.536585365853659,0.10946341463414636
