,Cell count,# Branches,# Junctions,# End-points,Avg branch length,Branches/cell,Junctions/cell,End-points/cell,Avg branch length/cell
31_LeftCA3_3,30,,,,,,,,
31_LeftDG_1a,28,,,,,,,,
31_LeftDG_1b,22,,,,,,,,
31_LeftDG_2a,18,,,,,,,,
31_LeftDG_2b,23,,,,,,,,
31_LeftDG_3a,31,,,,,,,,
31_LeftDG_3b,26,,,,,,,,
31_RightCA1_1,31,,,,,,,,
31_RightCA1_2,23,,,,,,,,
31_RightCA1_3,31,,,,,,,,
31_RightCA3_1,25,,,,,,,,
31_RightCA3_2,30,,,,,,,,
31_RightCA3_3,26,,,,,,,,
31_RightDG_1a,25,,,,,,,,
31_RightDG_1b,22,,,,,,,,
31_RightDG_2a,25,,,,,,,,
31_RightDG_2b,26,,,,,,,,
31_RightDG_3a,40,,,,,,,,
31_RightDG_3b,31,,,,,,,,
50_LeftCA1_1,44,,,,,,,,
50_LeftCA1_2,40,,,,,,,,
50_LeftCA1_3,50,,,,,,,,
50_LeftCA3_1,44,,,,,,,,
50_LeftCA3_2,41,,,,,,,,
50_LeftCA3_3,46,,,,,,,,
50_LeftDG_1a,52,,,,,,,,
50_LeftDG_1b,50,,,,,,,,
50_LeftDG_2a,45,,,,,,,,
50_LeftDG_2b,41,,,,,,,,
50_LeftDG_3a,55,,,,,,,,
50_LeftDG_3b,52,,,,,,,,
50_RightCA1_1,55,,,,,,,,
50_RightCA1_2,43,,,,,,,,
50_RightCA1_3,41,,,,,,,,
50_RightCA3_1,43,,,,,,,,
50_RightCA3_2,48,,,,,,,,
50_RightCA3_3,48,,,,,,,,
50_RightDG_1a,53,,,,,,,,
50_RightDG_1b,44,,,,,,,,
50_RightDG_2a,41,,,,,,,,
50_RightDG_2b,38,,,,,,,,
50_RightDG_3a,45,,,,,,,,
50_RightDG_3b,52,,,,,,,,
52_LeftCA1_1,47,,,,,,,,
52_LeftCA1_2,48,,,,,,,,
52_LeftCA1_3,37,,,,,,,,
52_LeftCA3_1,40,,,,,,,,
52_LeftCA3_2,39,,,,,,,,
52_LeftCA3_3,40,,,,,,,,
52_LeftDG_1a,50,,,,,,,,
52_LeftDG_1b,39,,,,,,,,
52_LeftDG_2a,47,,,,,,,,
52_LeftDG_2b,41,,,,,,,,
52_LeftDG_3a,43,,,,,,,,
52_LeftDG_3b,40,,,,,,,,
52_RightCA1_1,51,,,,,,,,
52_RightCA1_2,41,,,,,,,,
52_RightCA1_3,37,,,,,,,,
52_RightCA3_1,47,,,,,,,,
52_RightCA3_2,45,,,,,,,,
52_RightCA3_3,43,,,,,,,,
52_RightDG_1a,48,,,,,,,,
52_RightDG_1b,43,,,,,,,,
52_RightDG_2a,46,,,,,,,,
52_RightDG_2b,42,,,,,,,,
52_RightDG_3a,39,,,,,,,,
52_RightDG_3b,37,,,,,,,,
63_LeftCA1_1,41,,,,,,,,
63_LeftCA1_2,23,,,,,,,,
63_LeftCA1_3,35,,,,,,,,
63_LeftCA3_1,38,,,,,,,,
63_LeftCA3_2,34,,,,,,,,
63_LeftCA3_3,33,,,,,,,,
63_LeftDG_1a,33,,,,,,,,
63_LeftDG_1b,40,,,,,,,,
63_LeftDG_2a,25,,,,,,,,
63_LeftDG_2b,21,,,,,,,,
63_LeftDG_3a,28,,,,,,,,
63_LeftDG_3b,25,,,,,,,,
63_RightCA1_1,43,,,,,,,,
63_RightCA1_2,37,,,,,,,,
63_RightCA1_3,42,,,,,,,,
63_RightCA3_1,39,,,,,,,,
63_RightCA3_2,33,,,,,,,,
63_RightCA3_3,37,,,,,,,,
63_RightDG_1a,42,,,,,,,,
63_RightDG_1b,31,,,,,,,,
63_RightDG_2a,39,,,,,,,,
63_RightDG_2b,30,,,,,,,,
63_RightDG_3a,30,,,,,,,,
63_RightDG_3b,34,,,,,,,,
65_LeftCA1_1,35,,,,,,,,
65_LeftCA1_2,35,,,,,,,,
65_LeftCA1_3,29,,,,,,,,
65_LeftCA3_1,22,,,,,,,,
65_LeftCA3_2,28,,,,,,,,
65_LeftCA3_3,26,,,,,,,,
65_LeftDG_1a,29,,,,,,,,
65_LeftDG_1b,22,,,,,,,,
65_LeftDG_2a,34,,,,,,,,
65_LeftDG_2b,27,,,,,,,,
65_LeftDG_3a,29,,,,,,,,
65_LeftDG_3b,28,,,,,,,,
65_RightCA1_1,25,,,,,,,,
65_RightCA1_2,35,,,,,,,,
65_RightCA1_3,32,,,,,,,,
65_RightCA3_1,21,,,,,,,,
65_RightCA3_2,26,,,,,,,,
65_RightCA3_3,22,,,,,,,,
65_RightDG_1a,25,,,,,,,,
65_RightDG_1b,22,,,,,,,,
65_RightDG_2a,24,,,,,,,,
65_RightDG_2b,22,,,,,,,,
65_RightDG_3a,24,,,,,,,,
65_RightDG_3b,19,,,,,,,,
67_LeftCA1_1,53,,,,,,,,
67_LeftCA1_2,38,,,,,,,,
67_LeftCA1_3,49,,,,,,,,
67_LeftCA3_1,45,,,,,,,,
67_LeftCA3_2,40,,,,,,,,
67_LeftCA3_3,31,,,,,,,,
67_LeftDG_1a,47,,,,,,,,
67_LeftDG_1b,48,,,,,,,,
67_LeftDG_2a,45,,,,,,,,
67_LeftDG_2b,44,,,,,,,,
67_LeftDG_3a,43,,,,,,,,
67_LeftDG_3b,38,,,,,,,,
67_RightCA1_1,42,,,,,,,,
67_RightCA1_2,35,,,,,,,,
67_RightCA1_3,45,,,,,,,,
67_RightCA3_1,37,,,,,,,,
67_RightCA3_2,33,,,,,,,,
67_RightCA3_3,34,,,,,,,,
67_RightDG_1a,47,,,,,,,,
67_RightDG_1b,43,,,,,,,,
67_RightDG_2a,41,,,,,,,,
67_RightDG_2b,34,,,,,,,,
67_RightDG_3a,34,,,,,,,,
67_RightDG_3b,26,,,,,,,,
104_LeftCA1_1,37,,,,,,,,
104_LeftCA1_2,33,,,,,,,,
104_LeftCA1_3,40,,,,,,,,
104_LeftCA3_1,26,,,,,,,,
104_LeftCA3_2,28,,,,,,,,
104_LeftCA3_3,35,,,,,,,,
104_LeftDG_1a,30,,,,,,,,
104_LeftDG_1b,29,,,,,,,,
104_LeftDG_2a,31,,,,,,,,
104_LeftDG_2b,34,,,,,,,,
104_LeftDG_3a,43,,,,,,,,
104_LeftDG_3b,37,,,,,,,,
104_RightCA1_1,35,,,,,,,,
104_RightCA1_2,29,,,,,,,,
104_RightCA1_3,37,,,,,,,,
104_RightCA3_1,24,,,,,,,,
104_RightCA3_2,24,,,,,,,,
104_RightCA3_3,32,,,,,,,,
104_RightDG_1a,35,,,,,,,,
104_RightDG_1b,19,,,,,,,,
104_RightDG_2a,36,,,,,,,,
104_RightDG_2b,26,,,,,,,,
104_RightDG_3a,44,,,,,,,,
104_RightDG_3b,33,,,,,,,,
106_LeftCA1_1,50,,,,,,,,
106_LeftCA1_2,45,,,,,,,,
106_LeftCA1_3,45,,,,,,,,
106_LeftCA3_1,45,,,,,,,,
106_LeftCA3_2,40,,,,,,,,
106_LeftCA3_3,44,,,,,,,,
106_LeftDG_1a,54,,,,,,,,
106_LeftDG_1b,46,,,,,,,,
106_LeftDG_2a,60,,,,,,,,
106_LeftDG_2b,38,,,,,,,,
106_LeftDG_3a,56,,,,,,,,
106_LeftDG_3b,40,,,,,,,,
106_RightCA1_1,48,,,,,,,,
106_RightCA1_2,54,,,,,,,,
106_RightCA1_3,43,,,,,,,,
106_RightCA3_1,43,,,,,,,,
106_RightCA3_2,36,,,,,,,,
106_RightCA3_3,42,,,,,,,,
106_RightDG_1a,51,,,,,,,,
106_RightDG_1b,36,,,,,,,,
106_RightDG_2a,55,,,,,,,,
106_RightDG_2b,40,,,,,,,,
106_RightDG_3a,50,,,,,,,,
106_RightDG_3b,39,,,,,,,,
108_LeftCA1_1,49,,,,,,,,
108_LeftCA1_2,44,,,,,,,,
108_LeftCA1_3,33,,,,,,,,
108_LeftCA3_1,31,,,,,,,,
108_LeftCA3_2,40,,,,,,,,
108_LeftCA3_3,41,,,,,,,,
108_LeftDG_1a,42,,,,,,,,
108_LeftDG_1b,27,,,,,,,,
108_LeftDG_2a,46,,,,,,,,
108_LeftDG_2b,39,,,,,,,,
108_LeftDG_3a,37,,,,,,,,
108_LeftDG_3b,35,,,,,,,,
108_RightCA1_1,39,,,,,,,,
108_RightCA1_2,36,,,,,,,,
108_RightCA1_3,48,,,,,,,,
108_RightCA3_1,39,,,,,,,,
108_RightCA3_2,34,,,,,,,,
108_RightCA3_3,36,,,,,,,,
108_RightDG_1a,35,,,,,,,,
108_RightDG_1b,39,,,,,,,,
108_RightDG_2a,46,,,,,,,,
108_RightDG_2b,35,,,,,,,,
108_RightDG_3a,28,,,,,,,,
108_RightDG_3b,38,,,,,,,,
111_LeftCA1_1,41,,,,,,,,
111_LeftCA1_2,47,,,,,,,,
111_LeftCA1_3,41,,,,,,,,
111_LeftCA3_1,34,,,,,,,,
111_LeftCA3_2,45,,,,,,,,
111_LeftCA3_3,42,,,,,,,,
111_LeftDG_1a,43,,,,,,,,
111_LeftDG_1b,38,,,,,,,,
111_LeftDG_2a,46,,,,,,,,
111_LeftDG_2b,50,,,,,,,,
111_LeftDG_3a,54,,,,,,,,
111_LeftDG_3b,47,,,,,,,,
111_RightCA1_1,40,,,,,,,,
111_RightCA1_2,45,,,,,,,,
111_RightCA1_3,41,,,,,,,,
111_RightCA3_1,43,,,,,,,,
111_RightCA3_2,41,,,,,,,,
111_RightCA3_3,36,,,,,,,,
111_RightDG_1a,45,,,,,,,,
111_RightDG_1b,38,,,,,,,,
111_RightDG_2a,44,,,,,,,,
111_RightDG_2b,45,,,,,,,,
111_RightDG_3a,36,,,,,,,,
111_RightDG_3b,37,,,,,,,,
113_LeftCA1_1,40,,,,,,,,
113_LeftCA1_2,39,,,,,,,,
113_LeftCA1_3,35,,,,,,,,
113_LeftCA3_1,39,,,,,,,,
113_LeftCA3_2,44,,,,,,,,
113_LeftCA3_3,53,,,,,,,,
113_LeftDG_1a,46,,,,,,,,
113_LeftDG_1b,39,,,,,,,,
113_LeftDG_2a,40,,,,,,,,
113_LeftDG_2b,49,,,,,,,,
113_LeftDG_3a,41,,,,,,,,
113_LeftDG_3b,36,,,,,,,,
113_RightCA1_1,49,,,,,,,,
113_RightCA1_2,40,,,,,,,,
113_RightCA1_3,47,,,,,,,,
113_RightCA3_1,44,,,,,,,,
113_RightCA3_2,36,,,,,,,,
113_RightCA3_3,32,,,,,,,,
113_RightDG_1a,47,,,,,,,,
113_RightDG_1b,40,,,,,,,,
113_RightDG_2a,40,,,,,,,,
113_RightDG_2b,42,,,,,,,,
113_RightDG_3a,52,,,,,,,,
113_RightDG_3b,46,,,,,,,,
115_LeftCA1_1,32,,,,,,,,
115_LeftCA1_2,31,,,,,,,,
115_LeftCA1_3,23,,,,,,,,
115_LeftCA3_1,27,,,,,,,,
115_LeftCA3_2,25,,,,,,,,
115_LeftCA3_3,29,,,,,,,,
115_LeftDG_1a,38,,,,,,,,
115_LeftDG_1b,30,,,,,,,,
115_LeftDG_2a,23,,,,,,,,
115_LeftDG_2b,33,,,,,,,,
115_LeftDG_3a,35,,,,,,,,
115_LeftDG_3b,26,,,,,,,,
115_RightCA1_1,32,,,,,,,,
115_RightCA1_2,29,,,,,,,,
115_RightCA1_3,28,,,,,,,,
115_RightCA3_1,38,,,,,,,,
115_RightCA3_2,21,,,,,,,,
115_RightCA3_3,25,,,,,,,,
115_RightDG_1a,32,,,,,,,,
115_RightDG_1b,35,,,,,,,,
115_RightDG_2a,29,,,,,,,,
115_RightDG_2b,37,,,,,,,,
115_RightDG_3a,33,,,,,,,,
115_RightDG_3b,31,,,,,,,,
116_LeftCA1_1,39,,,,,,,,
116_LeftCA1_2,43,,,,,,,,
116_LeftCA1_3,32,,,,,,,,
116_LeftCA3_1,34,,,,,,,,
116_LeftCA3_2,39,,,,,,,,
116_LeftCA3_3,34,,,,,,,,
116_LeftDG_1a,42,,,,,,,,
116_LeftDG_1b,43,,,,,,,,
116_LeftDG_2a,41,,,,,,,,
116_LeftDG_2b,46,,,,,,,,
116_LeftDG_3a,37,,,,,,,,
116_LeftDG_3b,40,,,,,,,,
116_RightCA1_1,32,,,,,,,,
116_RightCA1_2,52,,,,,,,,
116_RightCA1_3,32,,,,,,,,
116_RightCA3_1,36,,,,,,,,
116_RightCA3_2,41,,,,,,,,
116_RightCA3_3,50,,,,,,,,
116_RightDG_1a,38,,,,,,,,
116_RightDG_1b,34,,,,,,,,
116_RightDG_2a,44,,,,,,,,
116_RightDG_2b,48,,,,,,,,
116_RightDG_3a,34,,,,,,,,
116_RightDG_3b,43,,,,,,,,
128_LeftCA1_1,40,,,,,,,,
128_LeftCA1_2,35,,,,,,,,
128_LeftCA1_3,37,,,,,,,,
128_LeftCA3_1,23,,,,,,,,
128_LeftCA3_2,32,,,,,,,,
128_LeftCA3_3,32,,,,,,,,
128_LeftDG_1a,36,,,,,,,,
128_LeftDG_1b,20,,,,,,,,
128_LeftDG_2a,33,,,,,,,,
128_LeftDG_2b,42,,,,,,,,
128_LeftDG_3a,37,,,,,,,,
128_LeftDG_3b,32,,,,,,,,
128_RightCA1_1,50,,,,,,,,
128_RightCA1_2,44,,,,,,,,
128_RightCA1_3,36,,,,,,,,
128_RightCA3_1,31,,,,,,,,
128_RightCA3_2,39,,,,,,,,
128_RightCA3_3,37,,,,,,,,
128_RightDG_1a,41,,,,,,,,
128_RightDG_1b,44,,,,,,,,
128_RightDG_2a,29,,,,,,,,
128_RightDG_2b,42,,,,,,,,
128_RightDG_3a,32,,,,,,,,
128_RightDG_3b,37,,,,,,,,
130_LeftCA1_1,41,,,,,,,,
130_LeftCA1_2,27,,,,,,,,
130_LeftCA1_3,40,,,,,,,,
130_LeftCA3_1,31,,,,,,,,
130_LeftCA3_2,32,,,,,,,,
130_LeftCA3_3,24,,,,,,,,
130_LeftDG_1a,47,,,,,,,,
130_LeftDG_1b,29,,,,,,,,
130_LeftDG_2a,34,,,,,,,,
130_LeftDG_2b,25,,,,,,,,
130_LeftDG_3a,31,,,,,,,,
130_LeftDG_3b,31,,,,,,,,
130_RightCA1_1,42,,,,,,,,
130_RightCA1_2,32,,,,,,,,
130_RightCA1_3,33,,,,,,,,
130_RightCA3_1,25,,,,,,,,
130_RightCA3_2,32,,,,,,,,
130_RightCA3_3,27,,,,,,,,
130_RightDG_1a,45,,,,,,,,
130_RightDG_1b,27,,,,,,,,
130_RightDG_2a,34,,,,,,,,
130_RightDG_2b,35,,,,,,,,
130_RightDG_3a,41,,,,,,,,
130_RightDG_3b,23,,,,,,,,
132_LeftCA1_1,56,,,,,,,,
132_LeftCA1_2,52,,,,,,,,
132_LeftCA1_3,43,,,,,,,,
132_LeftCA3_1,38,,,,,,,,
132_LeftCA3_2,44,,,,,,,,
132_LeftCA3_3,42,,,,,,,,
132_LeftDG_1a,53,,,,,,,,
132_LeftDG_1b,38,,,,,,,,
132_LeftDG_2a,50,,,,,,,,
132_LeftDG_2b,49,,,,,,,,
132_LeftDG_3a,46,,,,,,,,
132_LeftDG_3b,41,,,,,,,,
132_RightCA1_1,56,,,,,,,,
132_RightCA1_2,62,,,,,,,,
132_RightCA1_3,45,,,,,,,,
132_RightCA3_1,44,,,,,,,,
132_RightCA3_2,32,,,,,,,,
132_RightCA3_3,37,,,,,,,,
132_RightDG_1a,44,,,,,,,,
132_RightDG_1b,36,,,,,,,,
132_RightDG_2a,56,,,,,,,,
132_RightDG_2b,51,,,,,,,,
132_RightDG_3a,46,,,,,,,,
132_RightDG_3b,40,,,,,,,,
135_LeftCA1_1,41,,,,,,,,
135_LeftCA1_2,37,,,,,,,,
135_LeftCA1_3,32,,,,,,,,
135_LeftCA3_1,39,,,,,,,,
135_LeftCA3_2,41,,,,,,,,
135_LeftCA3_3,33,,,,,,,,
135_LeftDG_1a,45,,,,,,,,
135_LeftDG_1b,42,,,,,,,,
135_LeftDG_2a,37,,,,,,,,
135_LeftDG_2b,41,,,,,,,,
135_LeftDG_3a,33,,,,,,,,
135_LeftDG_3b,50,,,,,,,,
135_RightCA1_1,44,,,,,,,,
135_RightCA1_2,43,,,,,,,,
135_RightCA1_3,45,,,,,,,,
135_RightCA3_1,39,,,,,,,,
135_RightCA3_2,33,,,,,,,,
135_RightCA3_3,33,,,,,,,,
135_RightDG_1a,36,,,,,,,,
135_RightDG_1b,42,,,,,,,,
135_RightDG_2a,41,,,,,,,,
135_RightDG_3a,34,,,,,,,,
135_RightDG_3b,43,,,,,,,,
137_LeftCA1_1,36,,,,,,,,
137_LeftCA1_2,35,,,,,,,,
137_LeftCA1_3,35,,,,,,,,
137_LeftCA3_1,29,,,,,,,,
137_LeftCA3_2,36,,,,,,,,
137_LeftCA3_3,33,,,,,,,,
137_LeftDG_1a,35,,,,,,,,
137_LeftDG_1b,20,,,,,,,,
137_LeftDG_2a,30,,,,,,,,
137_LeftDG_2b,20,,,,,,,,
137_LeftDG_3a,33,,,,,,,,
137_LeftDG_3b,26,,,,,,,,
137_RightCA1_1,48,,,,,,,,
137_RightCA1_2,28,,,,,,,,
137_RightCA1_3,38,,,,,,,,
137_RightCA3_1,29,,,,,,,,
137_RightCA3_2,26,,,,,,,,
137_RightCA3_3,29,,,,,,,,
137_RightDG_1a,28,,,,,,,,
137_RightDG_1b,24,,,,,,,,
137_RightDG_2a,30,,,,,,,,
137_RightDG_2b,16,,,,,,,,
137_RightDG_3a,33,,,,,,,,
137_RightDG_3b,26,,,,,,,,
139_LeftCA1_1,54,,,,,,,,
139_LeftCA1_2,38,,,,,,,,
139_LeftCA1_3,44,,,,,,,,
139_LeftCA3_1,31,,,,,,,,
139_LeftCA3_2,30,,,,,,,,
139_LeftCA3_3,34,,,,,,,,
139_LeftDG_1a,34,,,,,,,,
139_LeftDG_1b,27,,,,,,,,
139_LeftDG_2a,37,,,,,,,,
139_LeftDG_2b,41,,,,,,,,
139_LeftDG_3a,47,,,,,,,,
139_LeftDG_3b,35,,,,,,,,
139_RightCA1_1,34,,,,,,,,
139_RightCA1_2,34,,,,,,,,
139_RightCA1_3,36,,,,,,,,
139_RightCA3_1,39,,,,,,,,
139_RightCA3_2,35,,,,,,,,
139_RightCA3_3,29,,,,,,,,
139_RightDG_1a,41,,,,,,,,
139_RightDG_1b,42,,,,,,,,
139_RightDG_2a,42,,,,,,,,
139_RightDG_2b,38,,,,,,,,
139_RightDG_3a,39,,,,,,,,
139_RightDG_3b,36,,,,,,,,
17_LeftCA1_1,38,,,,,,,,
17_LeftCA1_2,40,,,,,,,,
17_LeftCA1_3,33,,,,,,,,
17_LeftCA3_1,43,,,,,,,,
17_LeftCA3_2,37,,,,,,,,
17_LeftCA3_3,35,,,,,,,,
17_LeftDG_1a,41,,,,,,,,
17_LeftDG_1b,28,,,,,,,,
17_LeftDG_2a,38,,,,,,,,
17_LeftDG_2b,27,,,,,,,,
17_LeftDG_3a,31,,,,,,,,
17_LeftDG_3b,30,,,,,,,,
17_RightCA1_1,38,,,,,,,,
17_RightCA1_2,45,,,,,,,,
17_RightCA1_3,42,,,,,,,,
17_RightCA3_1,36,,,,,,,,
17_RightCA3_2,37,,,,,,,,
17_RightCA3_3,33,,,,,,,,
17_RightDG_1a,37,,,,,,,,
17_RightDG_1b,30,,,,,,,,
17_RightDG_2a,46,,,,,,,,
17_RightDG_2b,33,,,,,,,,
17_RightDG_3a,35,,,,,,,,
17_RightDG_3b,28,,,,,,,,
19_LeftCA1_1,41,,,,,,,,
19_LeftCA1_2,37,,,,,,,,
19_LeftCA1_3,49,,,,,,,,
19_LeftCA3_1,40,,,,,,,,
19_LeftCA3_2,36,,,,,,,,
19_LeftCA3_3,27,,,,,,,,
19_LeftDG_1a,37,,,,,,,,
19_LeftDG_1b,41,,,,,,,,
19_LeftDG_2a,43,,,,,,,,
19_LeftDG_2b,29,,,,,,,,
19_LeftDG_3a,37,,,,,,,,
19_LeftDG_3b,33,,,,,,,,
19_RightCA1_1,48,,,,,,,,
19_RightCA1_2,29,,,,,,,,
19_RightCA1_3,38,,,,,,,,
19_RightCA3_1,31,,,,,,,,
19_RightCA3_2,34,,,,,,,,
19_RightCA3_3,33,,,,,,,,
19_RightDG_1a,39,,,,,,,,
19_RightDG_1b,36,,,,,,,,
19_RightDG_2a,34,,,,,,,,
19_RightDG_2b,39,,,,,,,,
19_RightDG_3a,33,,,,,,,,
19_RightDG_3b,37,,,,,,,,
21_LeftCA1_1,27,,,,,,,,
21_LeftCA1_2,29,,,,,,,,
21_LeftCA1_3,25,,,,,,,,
21_LeftCA3_1,21,,,,,,,,
21_LeftCA3_2,21,,,,,,,,
21_LeftCA3_3,13,,,,,,,,
21_LeftDG_1a,26,,,,,,,,
21_LeftDG_1b,15,,,,,,,,
21_LeftDG_2a,28,,,,,,,,
21_LeftDG_2b,19,,,,,,,,
21_LeftDG_3a,19,,,,,,,,
21_LeftDG_3b,16,,,,,,,,
21_RightCA1_1,27,,,,,,,,
21_RightCA1_2,20,,,,,,,,
21_RightCA1_3,23,,,,,,,,
21_RightCA3_1,19,,,,,,,,
21_RightCA3_2,23,,,,,,,,
21_RightCA3_3,21,,,,,,,,
21_RightDG_1a,17,,,,,,,,
21_RightDG_1b,15,,,,,,,,
21_RightDG_2a,20,,,,,,,,
21_RightDG_2b,16,,,,,,,,
21_RightDG_3a,22,,,,,,,,
21_RightDG_3b,16,,,,,,,,
23_LeftCA1_1,30,,,,,,,,
23_LeftCA1_2,25,,,,,,,,
23_LeftCA1_3,25,,,,,,,,
23_LeftCA3_1,23,,,,,,,,
23_LeftCA3_2,24,,,,,,,,
23_LeftCA3_3,31,,,,,,,,
23_LeftDG_1a,26,,,,,,,,
23_LeftDG_1b,17,,,,,,,,
23_LeftDG_2a,24,,,,,,,,
23_LeftDG_2b,15,,,,,,,,
23_LeftDG_3a,21,,,,,,,,
23_LeftDG_3b,24,,,,,,,,
23_RightCA1_1,38,,,,,,,,
23_RightCA1_2,25,,,,,,,,
23_RightCA1_3,35,,,,,,,,
23_RightCA3_1,27,,,,,,,,
23_RightCA3_2,15,,,,,,,,
23_RightCA3_3,24,,,,,,,,
23_RightDG_1a,26,,,,,,,,
23_RightDG_1b,20,,,,,,,,
23_RightDG_2a,18,,,,,,,,
23_RightDG_2b,13,,,,,,,,
23_RightDG_3a,25,,,,,,,,
23_RightDG_3b,23,,,,,,,,
42_LeftCA1_1,22,,,,,,,,
42_LeftCA1_2,17,,,,,,,,
42_LeftCA1_3,21,,,,,,,,
42_LeftCA3_1,22,,,,,,,,
42_LeftCA3_2,25,,,,,,,,
42_LeftCA3_3,26,,,,,,,,
42_LeftDG_1a,23,,,,,,,,
42_LeftDG_1b,26,,,,,,,,
42_LeftDG_2a,25,,,,,,,,
42_LeftDG_2b,17,,,,,,,,
42_LeftDG_3a,16,,,,,,,,
42_LeftDG_3b,16,,,,,,,,
42_RightCA1_1,21,,,,,,,,
42_RightCA1_2,20,,,,,,,,
42_RightCA1_3,20,,,,,,,,
42_RightCA3_1,22,,,,,,,,
42_RightCA3_2,18,,,,,,,,
42_RightCA3_3,20,,,,,,,,
42_RightDG_1a,24,,,,,,,,
42_RightDG_1b,23,,,,,,,,
42_RightDG_2a,18,,,,,,,,
42_RightDG_2b,18,,,,,,,,
42_RightDG_3a,25,,,,,,,,
42_RightDG_3b,16,,,,,,,,
44_LeftCA1_1,19,,,,,,,,
44_LeftCA1_2,21,,,,,,,,
44_LeftCA1_3,22,,,,,,,,
44_LeftCA3_1,19,,,,,,,,
44_LeftCA3_2,24,,,,,,,,
44_LeftCA3_3,12,,,,,,,,
44_LeftDG_1a,19,,,,,,,,
44_LeftDG_1b,24,,,,,,,,
44_LeftDG_2a,18,,,,,,,,
44_LeftDG_2b,20,,,,,,,,
44_LeftDG_3a,12,,,,,,,,
44_LeftDG_3b,12,,,,,,,,
44_RightCA1_1,20,,,,,,,,
44_RightCA1_2,29,,,,,,,,
44_RightCA1_3,19,,,,,,,,
44_RightCA3_1,9,,,,,,,,
44_RightCA3_2,16,,,,,,,,
44_RightCA3_3,25,,,,,,,,
44_RightDG_1a,14,,,,,,,,
44_RightDG_1b,10,,,,,,,,
44_RightDG_2a,19,,,,,,,,
44_RightDG_2b,12,,,,,,,,
44_RightDG_3a,19,,,,,,,,
44_RightDG_3b,16,,,,,,,,
46_LeftCA1_1,36,,,,,,,,
46_LeftCA1_2,26,,,,,,,,
46_LeftCA1_3,29,,,,,,,,
46_LeftCA3_1,32,,,,,,,,
46_LeftCA3_2,26,,,,,,,,
46_LeftCA3_3,22,,,,,,,,
46_LeftDG_1a,29,,,,,,,,
46_LeftDG_1b,27,,,,,,,,
46_LeftDG_2a,21,,,,,,,,
46_LeftDG_2b,21,,,,,,,,
46_LeftDG_3a,20,,,,,,,,
46_LeftDG_3b,23,,,,,,,,
46_RightCA1_1,35,,,,,,,,
46_RightCA1_2,35,,,,,,,,
46_RightCA1_3,31,,,,,,,,
46_RightCA3_1,34,,,,,,,,
46_RightCA3_2,22,,,,,,,,
46_RightCA3_3,17,,,,,,,,
46_RightDG_1a,30,,,,,,,,
46_RightDG_1b,30,,,,,,,,
46_RightDG_2a,29,,,,,,,,
46_RightDG_2b,19,,,,,,,,
46_RightDG_3a,18,,,,,,,,
46_RightDG_3b,23,,,,,,,,
57_LeftCA1_1,36,,,,,,,,
57_LeftCA1_2,32,,,,,,,,
57_LeftCA1_3,29,,,,,,,,
57_LeftCA3_1,24,,,,,,,,
57_LeftCA3_2,28,,,,,,,,
57_LeftCA3_3,26,,,,,,,,
57_LeftDG_1a,26,,,,,,,,
57_LeftDG_1b,23,,,,,,,,
57_LeftDG_2a,27,,,,,,,,
57_LeftDG_2b,15,,,,,,,,
57_LeftDG_3a,25,,,,,,,,
57_LeftDG_3b,21,,,,,,,,
57_RightCA1_1,31,,,,,,,,
57_RightCA1_2,33,,,,,,,,
57_RightCA1_3,28,,,,,,,,
57_RightCA3_1,29,,,,,,,,
57_RightCA3_2,20,,,,,,,,
57_RightCA3_3,28,,,,,,,,
57_RightDG_1a,36,,,,,,,,
57_RightDG_1b,28,,,,,,,,
57_RightDG_2a,27,,,,,,,,
57_RightDG_2b,26,,,,,,,,
57_RightDG_3a,27,,,,,,,,
57_RightDG_3b,17,,,,,,,,
59_LeftCA1_1,20,,,,,,,,
59_LeftCA1_2,19,,,,,,,,
59_LeftCA1_3,20,,,,,,,,
59_LeftCA3_1,19,,,,,,,,
59_LeftCA3_2,14,,,,,,,,
59_LeftCA3_3,15,,,,,,,,
59_LeftDG_1a,12,,,,,,,,
59_LeftDG_1b,12,,,,,,,,
59_LeftDG_2a,17,,,,,,,,
59_LeftDG_2b,11,,,,,,,,
59_LeftDG_3a,10,,,,,,,,
59_LeftDG_3b,13,,,,,,,,
59_RightCA1_1,35,,,,,,,,
59_RightCA1_2,26,,,,,,,,
59_RightCA1_3,18,,,,,,,,
59_RightCA3_1,16,,,,,,,,
59_RightCA3_2,9,,,,,,,,
59_RightCA3_3,18,,,,,,,,
59_RightDG_1a,18,,,,,,,,
59_RightDG_1b,15,,,,,,,,
59_RightDG_2a,15,,,,,,,,
59_RightDG_2b,9,,,,,,,,
59_RightDG_3a,10,,,,,,,,
59_RightDG_3b,11,,,,,,,,
61_LeftCA1_1,17,,,,,,,,
61_LeftCA1_2,23,,,,,,,,
61_LeftCA1_3,18,,,,,,,,
61_LeftCA3_1,16,,,,,,,,
61_LeftCA3_2,18,,,,,,,,
61_LeftCA3_3,23,,,,,,,,
61_LeftDG_1a,22,,,,,,,,
61_LeftDG_1b,20,,,,,,,,
61_LeftDG_2a,18,,,,,,,,
61_LeftDG_2b,12,,,,,,,,
61_LeftDG_3a,26,,,,,,,,
61_LeftDG_3b,18,,,,,,,,
61_RightCA1_1,21,,,,,,,,
